timestamp,participant_id,question_no,question,answer,source,bi_score,ce_score,rating,comment
2026-04-21T18:20:03.466705,P6,8,give me strategies to pass this exam,This information is not available in the module's training sources.,Not found in knowledge base,0.4805,4.1202,1,
2026-04-21T18:20:36.435280,P6,9,how is weather today?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.035 ce=-10.28),0.0354,-10.2801,5,
2026-04-21T18:21:27.731563,P6,10,is the exam written or oral,Written,Transcript + Excel,0.2897,-5.0745,5,
2026-04-21T19:49:15.170982,P17,1,Tell me about DMEA course,This information is not available in the module's training sources.,Not found in knowledge base,0.6662,2.8708,2,This is meant to cover the topic of the courst
2026-04-21T19:50:10.428130,P17,2,What is the benefit of doing thesis in DMEA?,This information is not available in the module's training sources.,Not found in knowledge base,0.401,-4.3626,,
2026-04-21T19:50:31.178655,P17,3,What is the benefit of doing thesis in DMEA?,This information is not available in the module's training sources.,Not found in knowledge base,0.401,-4.3626,,
2026-04-21T19:51:19.991218,P17,4,How many topics are there in DMEA?,This information is not available in the module's training sources.,Not found in knowledge base,0.5101,-1.1415,,
2026-04-21T19:51:59.028511,P17,5,What is the career prospective of DMEA course?,This information is not available in the module's training sources.,Not found in knowledge base,0.5956,-2.2004,,
2026-04-21T19:53:58.232783,P17,6,How many credits is the DMEA course for?,6,Transcript + Excel,0.5044,1.5884,,
2026-04-21T19:54:32.328070,P17,7,Is DMEA a good course for Automotive careers?,This information is not available in the module's training sources.,Not found in knowledge base,0.5065,-2.9987,,
2026-04-23T16:04:27.384173,P5,1,what all are the things I need to know before taking up this course?,basic concepts,Transcript,0.5194,4.9302,1,
2026-04-23T16:06:29.234557,P5,2,what the temperature in magdeburg now?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.019 ce=-11.01),0.0185,-11.0108,5,
2026-04-23T16:07:43.248110,P5,3,how many points do this course earn me as a master student,This information is not available in the module's training sources.,Not found in knowledge base,0.3587,-3.3402,1,
2026-04-23T16:08:35.043990,P5,4,who teaches this course ? and what are their qualifications/experience ?,Eike Schalleen,Transcript,0.4579,-2.9215,3,
2026-04-23T16:09:58.351276,P5,5,is it the type of the course which i take in my 1st semester and easily pass without much of hassle ?,basic,Transcript,0.4188,-3.9053,1,
2026-04-23T16:10:43.578343,P5,6,is taught in german or english ? or both ?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.213 ce=-8.55),0.2127,-8.5495,,
2026-04-23T16:11:04.556878,P5,7,is it taught in german or english ? or both ?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.182 ce=-7.94),0.1821,-7.9364,1,
2026-04-23T16:13:36.763573,P5,8,whats the things taught in the course ?,"research questions in the field of engineering, applications, meeting, IT",Transcript,0.411,2.4304,1,
2026-04-23T17:24:50.034632,P7,1,Tell me about this course,This information is not available in the module's training sources.,Not found in knowledge base,0.5335,3.4795,,
2026-04-25T09:01:01.823200,P14,1,What is the credit point for this course,6,Transcript + Excel,0.3494,0.6398,,
2026-04-25T09:01:43.871589,P14,2,What are the topics in this course,specific requirements that you find in engineering,Transcript,0.542,2.2518,,
2026-04-25T09:02:27.171947,P14,3,Who is the professor teaching this course?,Professor Saake,Transcript,0.3897,1.1218,,
2026-04-25T09:03:03.244879,P14,4,Is there any excercises mandatory for this course,It's not strictly required that you are there every week,Transcript,0.3885,-4.0145,,
2026-04-25T09:03:28.480055,P14,5,How is the weather?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.042 ce=-8.94),0.0421,-8.9433,,
2026-04-25T09:04:52.223597,P14,6,What is the thematic area it is mapped to?,This information is not available in the module's training sources.,Not found in knowledge base,0.2697,-10.9198,2,
2026-04-25T09:07:48.047462,P14,7,What are the stra I can look for to perform well in this exam?,This information is not available in the module's training sources.,Not found in knowledge base,0.4092,-3.0161,,
2026-04-25T09:08:04.101167,P14,8,What are the strategies I can look for to perform well in this exam?,This information is not available in the module's training sources.,Not found in knowledge base,0.569,2.6307,,
2026-04-25T09:08:30.272618,P14,9,What are the ?,"basic concepts that one should know before starting a job or these are required? Yes, so it's a very diverse field so I would say I'm trying to focus on illustrating some of the basic principles. It's not everything about engineering data after that. Yes, but to put some terms there and to understand what are the basic concepts of how to manage this data",Transcript,0.1471,-0.2604,,
2026-04-25T09:10:13.557122,P14,10,The,This information is not available in the module's training sources.,Not found in knowledge base,-0.0076,1.3688,,
2026-04-25T09:51:47.890812,P16,1,What prior knowledge or subjects should I know before taking this module?,basics or understanding the basic concepts,Transcript,0.4189,-1.8698,,
2026-04-25T09:52:42.486526,P16,2,How many credits does this module have and what is the expected weekly workload,"Irrelevant question, out of context",Filtered as not relevant (bi=0.182 ce=-10.36),0.1822,-10.3621,,
2026-04-25T09:53:40.117792,P16,3,Is this course taught in English or German,DMEA,Transcript,0.3749,-4.1306,,
2026-04-25T09:54:54.774910,P16,4,Is this course taught in English or German?,DMEA,Transcript,0.3724,-4.5716,,
2026-04-25T09:55:25.064287,P16,5,How many credits does this module have and what is the expected weekly workload?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.168 ce=-10.28),0.1678,-10.2833,2,
2026-04-25T09:58:10.913522,P16,6,Which department offers this module and who teaches it?,This information is not available in the module's training sources.,Not found in knowledge base,0.4649,-4.3874,2,
2026-04-25T09:58:53.414316,P16,7,Is this course taught in English or German?,DMEA,Transcript,0.3724,-4.5716,1,
2026-04-25T09:59:28.782525,P16,8,What prior knowledge or subjects should I know before taking this module?,basics or understanding the basic concepts,Transcript,0.4189,-1.8698,4,
2026-04-25T09:59:56.422957,P16,9,What is the weather like in Berlin during winter?,"Irrelevant question, out of context",Filtered as not relevant (bi=0.049 ce=-10.98),0.0486,-10.9795,5,
2026-04-25T21:34:41.756003,P9,1,What is this course named DMEA all about,Abbreaviation,Transcript + Excel,0.6599,4.3221,1,
2026-04-25T21:35:31.259853,P8,1,I would like to know about the course DMEA,This information is not available in the module's training sources.,Not found in knowledge base,0.6569,2.9674,1,
2026-04-25T21:36:45.232256,P9,2,Which semester can I take dmea,winter,Transcript + Excel,0.5367,2.8716,4,
2026-04-25T21:36:54.610315,P8,1,I would like to know about the course content in DMEA,This information is not available in the module's training sources.,Not found in knowledge base,0.6843,1.7807,1,
2026-04-25T21:37:37.608420,P8,2,What does this course DMEA cover,some of the topics related to specific requirements that you find in engineering,Transcript + Excel,0.5855,4.0596,1,
2026-04-25T21:38:58.632768,P8,3,what are  the pre requisite needed for this course,basic concepts,Transcript,0.4338,0.1833,1,
2026-04-25T21:40:02.333561,P9,3,As a prospectous student in DE can I take DMEA,This information is not available in the module's training sources.,Not found in knowledge base,0.5348,2.1861,1,
2026-04-25T21:40:04.917038,P8,4,can I know its credit point and how much work i need to put in to finish it,"Irrelevant question, out of context",Filtered as not relevant (bi=0.210 ce=-8.92),0.2101,-8.9159,1,
2026-04-25T21:41:46.296062,P8,5,I want to know who is taking the lecture and from which dept,digital engineering,Transcript,0.4153,-1.0757,1,
2026-04-25T21:42:27.045140,P8,6,who teaches Machine learning,This information is not available in the module's training sources.,Not found in knowledge base,0.3324,-5.3833,2,
2026-04-25T21:43:10.000699,P9,4,I am a upcoming student coming to OVGU  in summer can I take DMEA,This information is not available in the module's training sources.,Not found in knowledge base,0.4446,2.1948,1,
2026-04-25T21:44:25.118343,P8,7,I am studying Business informatics and would like to know what all content are covered in the subject,Engineering or databases,Transcript,0.4135,-3.2874,2,
2026-04-25T21:44:33.618501,P9,5,What,This information is not available in the module's training sources.,Not found in knowledge base,0.1171,1.4211,,
2026-04-25T21:44:41.507478,P9,6,Who teaches DMEA,Eike Schalleen,Transcript + Excel,0.5092,4.2665,5,
2026-04-25T21:46:02.772187,P8,8,what is the examination type for the course,Written exam,Transcript + Excel,0.4376,0.2835,3,
2026-04-25T21:46:20.361624,P9,7,I am a student in the course Medical systems can I take DMEA,This information is not available in the module's training sources.,Not found in knowledge base,0.5178,2.98,1,
2026-04-25T21:46:37.932007,P8,9,how can one perform good in the exam,This information is not available in the module's training sources.,Not found in knowledge base,0.5094,2.086,1,
2026-04-25T21:47:06.030813,P9,8,Credits of DMEA for DKE students,This information is not available in the module's training sources.,Not found in knowledge base,0.4861,-1.2756,1,
2026-04-25T21:47:21.271256,P8,10,"I dont know anything about this course, tell me about the course details",This information is not available in the module's training sources.,Not found in knowledge base,0.5684,2.7442,,
2026-04-25T21:48:03.838301,P9,9,Who is the tutor for DMEA,Eike Schalleen,Transcript + Excel,0.4944,0.5809,,
2026-04-25T21:48:47.798841,P9,10,What is the capital of India,"Irrelevant question, out of context",Filtered as not relevant (bi=0.094 ce=-9.71),0.0936,-9.7081,5,
2026-04-27T10:09:39.144567,P7,1,Explain about this course,Data Management in Engineering Applications,Transcript,0.5094,0.3982,3,
2026-04-27T10:10:10.738769,P7,2,Which module the course is mapped,This information is not available in the module's training sources.,Not found in knowledge base,0.3935,-5.8125,1,
2026-04-27T10:10:46.774079,P7,3,How may credit points for this course,6,Transcript + Excel,0.3794,-1.3549,5,
2026-04-27T10:11:27.725379,P7,4,Which semester students should take this course,winter,Transcript + Excel,0.4777,-0.2222,5,
2026-04-27T10:12:17.225347,P7,5,What is the exam pattern,Written exam (120 min),Transcript + Excel,0.3576,-3.5702,5,
2026-04-27T10:12:38.425524,P7,6,Who is the professor,"Irrelevant question, out of context",Filtered as not relevant (bi=0.239 ce=-3.75),0.2385,-3.7507,1,
2026-04-27T10:13:12.930822,P7,7,Who is the lecturer,Eike Schalleen,Transcript,0.288,-2.7607,5,
2026-04-27T10:13:38.598827,P7,8,What is the content of thecourse,"Irrelevant question, out of context",Filtered as not relevant (bi=0.218 ce=-9.05),0.218,-9.0509,,
2026-04-27T10:14:02.039060,P7,9,What is the weather in Magdeburg,"Irrelevant question, out of context",Filtered as not relevant (bi=0.024 ce=-10.83),0.0243,-10.8279,,
